iyear,imonth,iday,provstate,city,latitude,longitude,specificity,location,suicide,target1,gname,nkill,nwound,scite1
2014,2,9,Punjab,Rahim Yar Khan,28.421156,70.298874,1,,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Rebels   blow up key Pakistan gas pipelines: officials,"" Agence France Presse -- English, February 10, 2014."
2014,2,10,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,The incident occurred in Essa Khel Garhi neighborhood of the city,1,Funeral,Unknown,5,5,"""Suicide bomber kills four women in Pakistan: police,"" Agence France Presse -- English, February 10, 2014."
2014,2,10,Federally Administered Tribal Areas,Landi Kotal,34.110325,71.163803,1,The incident took place in the Khugakhel area.,0,Patrol,Unknown,0,3,"""Blast injures three personnel of security forces in Landikotal,"" Pakistan Press International, February 11, 2014."
2014,2,10,Balochistan,Talli,29.528359,68.134975,1,The incident took place in Sibi district.,0,Convoy,Baloch Liberation Army (BLA),0,17,"""Rebels   blow up key Pakistan gas pipelines: officials,"" Agence France Presse -- English, February 10, 2014."
2014,2,10,Khyber Pakhtunkhwa,Tarangzai,34.216728,71.748428,1,,0,Unknown,Unknown,0,1,"""Young man murdered in Nowshera,"" Dawn (Pakistan), February 11, 2014."
2014,2,10,Balochistan,Pir Koh,29.143866,69.099785,1,,0,Officers,Unknown,1,1,"""Highlights: Pakistan Balochistan Press 11 February 2014,"" OSC Summary, February 11, 2014."
2014,2,10,Balochistan,Dera Bugti district,29.01674,68.944561,3,,0,Motorcyclist: Mir Khan,Unknown,1,1,"""Highlights: Pakistan Balochistan Press 11 February 2014,"" OSC Summary, February 11, 2014."
2014,2,11,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,0,Adult Cinema,Tehrik-i-Taliban Pakistan (TTP),13,25,"""Efficient policing: Shama Cinema attack suspect nabbed from Lady Reading Hospital,"" Plus News Pakistan, February 21, 2014."
2014,2,11,Khyber Pakhtunkhwa,Kulachi,31.932722,70.460876,1,,0,Unknown,Unknown,3,0,"""Accidental explosion?: Three suspected terrorists killed in DI Khan,"" Plus News Pakistan, February 12, 2014."
2014,2,12,Balochistan,Dera Murad Jamali,28.54439,68.218002,1,,0,Former Officer: Ghazi Khan Bugti,Unknown,0,0,"""Explosion at retired police man's house,"" Pakistan Press International, February 13, 2014."
2014,2,12,Balochistan,Pir Koh,29.143866,69.099785,1,The incident occurred in the Sori area,0,Checkpost,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 13 February 2014,"" OSC Summary, February 13, 2014."
2014,2,13,Sindh,Karachi,24.891115,67.143311,1,The incident took place in the Shah Latif Town area.,1,Training Center,Tehrik-i-Taliban Pakistan (TTP),14,36,"""Govt, Taliban committees to discuss ceasefire today,"" Daily The Pak Banker, February 14, 2014."
2014,2,14,Balochistan,Mand,26.115631,62.037643,1,The incident took place in Kech district.,0,Checkpost,Unknown,0,0,"""Rockets fired   on security forces post,"" Pakistan Press International, February 14, 2014."
2014,2,14,Khyber Pakhtunkhwa,Badaber,33.953468,71.542061,1,The incident occurred in Bazidkhel area,0,Patrol,Unknown,0,8,"""Cop killed in Swabi ambush,"" The News International, February 15, 2014."
2014,2,14,Khyber Pakhtunkhwa,Bazidkhel,33.953468,71.542061,1,,0,Residence,Unknown,0,3,"""Pakistan: Two women, a minor injured in Badabair blast,"" Right Vision News, February 15, 2014."
2014,2,14,Balochistan,Goth Shahpur,28.465754,67.294678,2,,0,Village,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 15 February 2014,"" OSC Summary, February 15, 2014."
2014,2,15,Balochistan,Dera Bugti,29.034412,69.158661,1,,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Pakistan: Kidnappers free Turbat DC, AC,"" The News Online, February 16, 2014."
2014,2,15,Balochistan,Kohlu district,29.673863,68.715498,3,,0,Power Pylons,Unknown,0,0,"""Pakistan: Kidnappers free Turbat DC, AC,"" The News Online, February 16, 2014."
2014,2,15,Balochistan,Kohlu district,29.673863,68.715498,3,,0,Power Pylon,Unknown,0,0,"""Pakistan: Kidnappers free Turbat DC, AC,"" The News Online, February 16, 2014."
2014,2,15,Khyber Pakhtunkhwa,Doaba,33.425245,70.735724,1,The incident took place in Hangu district.,0,Boys' High School,Tehrik-i-Taliban Pakistan (TTP),0,1,"""School blown up in Hangu,"" The News International, February 16, 2014."
2014,2,15,Sindh,Karachi,24.891115,67.143311,1,The incident occurred in Orangi Town neighborhood,0,Police Station,Unknown,0,2,"""Two grenade attacks in Karachi injure 4 people,"" The Express Tribune, February 15, 2014."
2014,2,15,Sindh,Karachi,24.891115,67.143311,1,The incident occurred in Orangi Town neighborhood,0,Police Station,Unknown,0,2,"""Two grenade attacks in Karachi injure 4 people,"" The Express Tribune, February 15, 2014."
2014,2,15,Khyber Pakhtunkhwa,Bara,33.915234,71.458679,1,The incident occurred in Sheen Darang village,0,Brother of Member: Mateen,Lashkar-e-Islam (Pakistan),0,0,"""Khyber Agency: Four tribesmen shot injured in Bara,"" The Express Tribune, February 16, 2014."
2014,2,16,Sindh,Thul,28.248983,68.777084,1,The incident took place in Jacobabad district.,0,Khusal Khan Khattak Express Train,Baloch Republican Army (BRA),5,30,"""Train bomb kills five in Pakistan: officials,"" Agence France Presse -- English, February 16, 2014."
2014,2,16,Khyber Pakhtunkhwa,Budhni,34.051119,71.690833,1,,0,Polio Vaccination Team,Unknown,1,1,"""Cop martyred in Peshawar bomb blast,"" Plus News Pakistan, February 18, 2014."
2014,2,16,Khyber Pakhtunkhwa,Shabqadar,34.217285,71.561043,1,,0,Former Member of the Provincial Assembly: Haji Dilawar Khan,Unknown,0,1,"""Grenade hurled at ex-MPAs house,"" The News International, February 17, 2014."
2014,2,16,Khyber Pakhtunkhwa,Sarai Naurang,32.823055,70.783745,1,,0,Uncle of Former Member of Parliament: Aslam Khan,Unknown,0,0,"""House of former JUI-F MPA's uncle partially destroyed in Lakki Marwat blast,"" The Express Tribune, February 17, 2014."
2014,2,16,Khyber Pakhtunkhwa,Bannu,32.987347,70.602524,1,,0,Dispensary,Unknown,0,0,"""Pakistan: Militants blast health unit in Bannu,"" The Nation Online, February 17, 2014."
2014,2,17,Balochistan,Mastung,29.803965,66.85099,1,The incident took place in Mastung district.,0,Convoy,Unknown,0,0,"""Explosion under bridge along RCD highway,"" Pakistan Press International, February 18, 2014."
2014,2,17,Sindh,Karachi,24.891115,67.143311,1,The incident occurred in the Jamshed Town neighborhood of the city.,0,Office,Unknown,0,2,"""Another media house comes under attack,"" The Nation (AsiaNet), February 19, 2014."
2014,2,17,Khyber Pakhtunkhwa,Karak,33.111855,71.103126,1,,0,Private School,Unknown,0,15,"""13 teen students among 15 hurt in school attack in KPK's Karak town,"" Plus News Pakistan, February 19, 2014."
2014,2,17,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,The incident occurred in the Namak Mandi area of Peshawar,0,Hotel,Unknown,0,1,"""Peshawar hotel witnesses two more blasts,"" The News International, February 19, 2014."
2014,2,17,Khyber Pakhtunkhwa,Baffa,34.436724,73.218688,1,,0,Tower 259,Unknown,0,0,"""Punjab in the dark: High-voltage transmission line blown up,"" The Express Tribune, February 19, 2014."
2014,2,18,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,The incident occurred in the Namak Mandi area of Peshawar,0,Hotel,Unknown,0,0,"""Peshawar hotel witnesses two more blasts,"" The News International, February 19, 2014."
2014,2,19,Balochistan,Kuchlak,30.354935,66.944313,1,The incident took place in Quetta district.,0,Civilian: Amir Khan,Unknown,0,1,"""Highlights: Pakistan Balochistan Press 20 February 2014,"" OSC Summary, February 20, 2014."
2014,2,19,Balochistan,Sui,28.633307,69.190369,1,The incident took place in the Sheikh Colony area.,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""8 inches gas pipeline blown up,"" Daily Messenger, February 19, 2014."
2014,2,19,Balochistan,Dera Murad Jamali,28.54439,68.218002,1,,0,Officers,Unknown,0,0,"""Police officials escape in bomb explosion,"" Pakistan Press International, February 20, 2014."
2014,2,19,Balochistan,Dera Murad Jamali,28.54439,68.218002,1,,0,Naseerabad Division Chief Security Officer: Muneem Khan Khosa,Unknown,0,0,"""Security officer escapes attack,"" Dawn (Pakistan), February 20, 2014."
2014,2,19,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,The incident occurred in the Gulbahar neighborhood of the city.,0,Provincial Minister: Haji Mohammad Javed,Unknown,0,0,"""One injured in blast near ex-minister house,"" The News International, February 20, 2014."
2014,2,19,Sindh,Ghotki district,27.792663,69.764435,3,,0,Gas Pipeline,Baloch Republican Army (BRA),2,2,"""Qadirpur gas pipeline blown up in attack at border area of Sindh and Punjab,"" The News Tribe, February 19, 2014."
2014,2,20,Sindh,Karachi,24.891115,67.143311,1,,0,Seminary,Unknown,0,2,"""Violence erupts in Karachi: Five killed,"" Plus News Pakistan, February 21, 2014."
2014,2,20,Balochistan,Sibi,29.548279,67.879189,1,,1,Stadium,Unknown,1,0,"""Suicide bomber killed in Sibi,"" PakTribune.com, February 21, 2014."
2014,2,20,Balochistan,Dera Murad Jamali,28.54439,68.218002,1,,0,Railway Track,Unknown,0,0,"""Rail track blown up,"" Dawn (Pakistan), February 21, 2014."
2014,2,20,Balochistan,Sohbatpur,28.518663,68.542679,1,,0,Power Line,Unknown,0,0,"""Railway track blown,"" Pakistan Press International, February 21, 2014."
2014,2,20,Balochistan,Sohbatpur,28.518663,68.542679,1,,0,Electricity Tower,Unknown,0,0,"""Railway track blown,"" Pakistan Press International, February 21, 2014."
2014,2,20,Khyber Pakhtunkhwa,Bannu,32.987347,70.602524,1,,0,Police Station,Unknown,0,0,"""Bomb explodes near police station,"" Frontier Post, February 21, 2014."
2014,2,21,Khyber Pakhtunkhwa,Adezai,33.787102,71.574934,1,,0,Market,Unknown,0,0,"""No damage in Adezai blast,"" The News International, February 22, 2014."
2014,2,21,Khyber Pakhtunkhwa,Sarband,33.93573,71.487518,1,The incident took place in Peshawar district.,1,Vehicle,Unknown,0,0,"""Peshawar:Police foils major terror bid in Sarband,"" The Nation Pakistan, February 21, 2014."
2014,2,21,Balochistan,Sui,28.633307,69.190369,1,The incident occurred in Pholon Colony neighborhood,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Gas pipeline blown up in Sui,"" Plus News Pakistan, February 21, 2014."
2014,2,22,Khyber Pakhtunkhwa,Buner district,34.394322,72.615117,3,,0,Leader: Adalat Khan,Unknown,3,2,"""Bomb kills three in northwest Pakistan: police,"" Agence France Presse -- English, February 22, 2014."
2014,2,22,Khyber Pakhtunkhwa,Nasir Bagh,34.02953,71.418648,1,The incident took place in Peshawar district.,0,Unknown,Unknown,1,0,"""Suspect killed in Peshawar blast,"" Plus News Pakistan, February 24, 2014."
2014,2,22,Khyber Pakhtunkhwa,Kulachi,31.932722,70.460876,1,,0,CD Shop,Unknown,0,0,"""Lawlessness: CD shop blown up in Kulachi,"" The Express Tribune, February 23, 2014."
2014,2,23,Khyber Pakhtunkhwa,Kohat,33.590603,71.44062,1,,0,Bus Stop,Tehrik-i-Taliban Pakistan (TTP),12,12,"""Bomb kills 12 in northwest Pakistan: police,"" Agence France Presse -- English, February 23, 2014."
2014,2,23,Balochistan,Zain Koh,26.653826,63.955358,1,The incident took place in Dera Bugti district.,0,Wedding Party,Unknown,1,8,"""Landmine blast kills woman in Dera Bugti, wounds seven,"" DAWN Group, February 23, 2014."
2014,2,23,Balochistan,Panjgur district,26.96729,64.104482,3,,0,Construction Camp,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 25 February 2014,"" OSC Summary, February 25, 2014."
2014,2,23,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,The incident occurred in the Ghareza area near the city.,0,Residences,Unknown,0,0,"""Terrorists targets Army convoy, Major Habib slightly injured,"" Frontier Post, February 25, 2014."
2014,2,23,Khyber Pakhtunkhwa,Mardan,34.200592,72.048439,1,The incident occurred on the Mardan-Malakand Road in the city.,0,Gas Station,Unknown,0,0,"""Pakistan: Militants bomb fuel station in Mardan,"" Right Vision News, February 26, 2014."
2014,2,24,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,1,Consulate,Tehrik-i-Taliban Pakistan (TTP),4,10,"""Two killed in suicide attack outside Iranian consulate in Pakistan,"" Reuters, February 24, 2014."
2014,2,24,Khyber Pakhtunkhwa,Suliman Khel,33.921239,71.511383,1,The incident took place in Peshawar district.,0,Civilian: Tayaf Khan,Unknown,1,0,"""Pakistan: Peshawar suicide bombing: FC thwarts attack on Iranian diplomat's house,"" The Express Tribune Online, February 25, 2014."
2014,2,23,Federally Administered Tribal Areas,Miran Shah,33.006516,70.068253,1,The incident took place in North Waziristan agency.,0,Camp,Unknown,0,0,"""Pakistan: Security forces' camp   attacked   in North Waziristan,"" Right Vision News, February 25, 2014."
2014,2,24,Khyber Pakhtunkhwa,Shagai,34.109104,71.411621,1,,0,Vehicle,Unknown,0,4,"""Suicide bomber kills two FC personnel guarding Iranian consulate,"" Pakistan Today, February 24, 2014."
2014,2,24,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,The incident occurred in the Ghundai area near the city.,0,Unknown,Unknown,1,0,"""Pakistan: 9 terrorists killed in Hangu,"" Right Vision News, February 25, 2014."
2014,2,24,Sindh,Karachi,24.891115,67.143311,1,The incident occurred in the Layari neighborhood of the city.,0,Fitness Club,Unknown,0,3,"""Five more gunned down in Karachi,"" The Nation Pakistan, February 25, 2014."
2014,2,24,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,The incident occurred in the Shagai area of the town.,0,Convoy,Unknown,0,1,"""FC major injured in Jamrud IED blast,"" Plus News Pakistan, February 25, 2014."
2014,2,24,Balochistan,Mangochar,29.347738,66.64077,1,,0,Shop,Unknown,0,0,"""Highlights: Pakistan Baluchistan Press 26 Feb 14,"" OSC Summary, February 26, 2014."
2014,2,25,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,0,Compound,Unknown,0,0,"""Pakistan: 5 rockets land in Peshawar,"" Right Vision News, February 28, 2014."
2014,2,25,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,The incident took place in the Tehkal area.,0,Compound,Unknown,0,0,"""Pakistan: 5 rockets land in Peshawar,"" Right Vision News, February 28, 2014."
2014,2,25,Khyber Pakhtunkhwa,Nasir Bagh,34.02953,71.418648,1,The incident occurred in the Regi Model Town area of the city.,0,Compound,Unknown,0,0,"""Pakistan: 5 rockets land in Peshawar,"" Right Vision News, February 28, 2014."
2014,2,25,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,The incident took place in the University Town area.,0,Compound,Unknown,0,0,"""Pakistan: 5 rockets land in Peshawar,"" Right Vision News, February 28, 2014."
2014,2,25,Khyber Pakhtunkhwa,Umarzai,34.234703,71.728027,1,,0,Vehicle,Unknown,0,0,"""Bomb targets police van,"" Dawn (Pakistan), February 26, 2014."
2014,2,25,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,The incident occurred in the Godar neighborhood of the city.,0,Lawyer: Amjad Ali,Unknown,0,0,"""Pakistan: An exploding trend:   Blast   destroys main gate of lawyer's house in Jamrud,"" Right Vision News, February 28, 2014."
2014,2,25,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,0,Chief Minister: Ashfaq Khan,Unknown,0,0,"""CM House room damaged in suspicious blast,"" The Nation (AsiaNet), February 26, 2014."
2014,2,25,Khyber Pakhtunkhwa,Charchor,34.419935,72.064369,1,,0,Captain: Muhammad Altaf,Unknown,0,0,"""Explosion: Blast damages army official's house,"" The Express Tribune, February 27, 2014."
2014,2,25,Khyber Pakhtunkhwa,Hangu,33.528893,71.056122,1,,0,Convoy,Unknown,0,0,"""Pakistan: Narrow escape: Police van damaged in roadside blast,"" The Express Tribune Online, March 1, 2014."
2014,2,26,Punjab,Rawalpindi,33.594013,73.069077,1,The incident occurred in Ratta Amral neighborhood,0,School,Unknown,0,1,"""Pakistan: Man injured in Rawalpindi Explosion,"" Right Vision News, March 2, 2014."
2014,2,26,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,,0,Soldier: Amjad Khan,Unknown,0,0,"""Pakistan: Two injured in three separate hand grenade attacks,"" Right Vision News, February 27, 2014."
2014,2,24,Federally Administered Tribal Areas,Orakzai district,33.948854,71.537993,3,The incident occurred on Bypass Road in the district.,0,Civilian: Sultan Khan,Unknown,0,0,"""Pakistan: Security concerns: Travel disrupted by Hangu-Kohat Road closure,"" Right Vision News, February 26, 2014."
2014,2,26,Federally Administered Tribal Areas,Darpakhel,32.987896,70.056976,1,The incident took place in North Waziristan agency.,0,Private School,Unknown,0,1,"""Private school blown up in NWA,"" The News International, February 27, 2014."
2014,2,27,Balochistan,Sohbatpur,28.518663,68.542679,1,,0,Power Lines,Unknown,0,0,"""Two power pylons blown up,"" Dawn (Pakistan), February 28, 2014."
2014,2,27,Unknown,Unknown,,,5,,0,Former Deputy Mayor: Shah Qiaz,Unknown,0,0,"""Man hurt in   grenade attack,"" Dawn (Pakistan), February 28, 2014."
2014,2,27,Khyber Pakhtunkhwa,Bannu,32.987347,70.602524,1,The incident occurred on Dera Ismail Khan road in the city.,0,Constable: Rafiullah,Unknown,0,1,"""Man hurt in   grenade attack,"" Dawn (Pakistan), February 28, 2014."
2014,2,27,Sindh,Kashmore,28.431627,69.581108,1,,0,Gas Pipeline,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 28 February 2014,"" OSC Summary, February 28, 2014."
2014,2,27,Balochistan,Dera Bugti district,29.033053,69.157552,3,,0,Civilian: Muhammas Ramzan,Unknown,1,0,"""Highlights: Pakistan Balochistan Press 28 February 2014,"" OSC Summary, February 28, 2014."
2014,2,28,Federally Administered Tribal Areas,Idak,32.975159,70.199706,1,,0,Elder: Malik Nekam Khan,Unknown,2,2,"""Pakistan: Five killed in NWA attack, blast,"" The News Online, March 1, 2014."
2014,2,28,Punjab,Kot Addu,30.466242,70.966767,1,,0,Convoy,Unknown,0,6,"""Four cops, two prisoners hurt in   grenade attack,"" Dawn (Pakistan), March 1, 2014."
2014,2,28,Sindh,Kashmore district,28.267441,69.377419,3,The incident occurred in Abdul Rahim Bijarani village in the district.,0,Gas Pipeline,Unknown,0,0,"""Pakistan: Gas pipeline blown up near Kandhkot,"" The News Online, March 2, 2014."
2014,2,28,Federally Administered Tribal Areas,Sarai Darpa Khel,32.993288,70.053627,2,,0,School,Unknown,0,0,"""Dual bombing: Two schools blown up in North Waziristan,"" Plus News Pakistan, March 1, 2014."
2014,2,28,Khyber Pakhtunkhwa,Battagram district,34.7757,73.072909,3,The incident occurred in the Merapin area of the district.,0,Electricity Tower,Unknown,0,0,"""Pakistan: Power pylon blown up in   attack,"" Right Vision News, March 3, 2014."
2014,2,28,Khyber Pakhtunkhwa,Dagi,34.16785,72.30513,1,,0,District Finance Secretary: Isfaqullah,Unknown,0,0,"""Swabi-based political group setting up offices in other districts,"" Dawn (Pakistan), March 4, 2014."
2014,3,1,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,The incident occurred in the Lashora area of Jamrud.,0,Security Escort,Lashkar-e-Islam (Pakistan),6,5,"""Three bomb   blasts   targeting Pakistan polio team kill 12,"" Agence France Presse -- English, March 1, 2014."
2014,3,1,Khyber Pakhtunkhwa,Jamrud,34.002579,71.382477,1,The incident occurred in the Lashora area of Jamrud.,0,Security Escort,Lashkar-e-Islam (Pakistan),6,5,"""Three bomb   blasts   targeting Pakistan polio team kill 12,"" Agence France Presse -- English, March 1, 2014."
2014,3,1,Balochistan,Surab,28.491249,66.263474,1,,0,Convoy,Unknown,3,6,"""AFP: Bomb Kills Three Soldiers In Pakistan: Officials,"" AFP (World Service), March 1, 2014."
2014,3,1,Sindh,Kandh Kot,28.245169,69.183701,1,The incident occurred in Khanpur area of Kundhkot.,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Pakistan: Gas pipeline blown up near Kandhkot,"" The News Online, March 2, 2014."
2014,2,28,Federally Administered Tribal Areas,Sarai Darpa Khel,32.993559,70.052729,1,,0,Waziristan Cadet School,Unknown,0,0,"""Dual bombing: Two schools blown up in North Waziristan,"" Plus News Pakistan, March 1, 2014."
2014,3,1,Balochistan,Kalat district,29.026544,66.592181,3,,0,Patrol,Unknown,3,6,"""Nine Killed in Pakistan Blast,"" New Indian Express, March 1, 2014."
2014,3,1,Khyber Pakhtunkhwa,Battagram district,34.768341,73.13496,3,,0,Power Pylon,Unknown,0,0,"""Repeated attack: Electricity pylon survives low-intensity blast,"" The Express Tribune, September 9, 2014."
2014,3,2,Balochistan,Sohbatpur,28.518663,68.542679,1,The incident occurred near Khairpur area of Sohbatpur.,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Gas pipeline blown up in Subatpur,"" Dawn (Pakistan), March 3, 2014."
2014,3,2,Balochistan,Panjgur,26.972136,64.114571,1,The incident occurred in the Qalam Chowk area of Panjgur.,0,Checkpoint,Baloch Liberation Army (BLA),0,0,"""Highlights: Pakistan Baluchistan Press 4 Mar 14,"" OSC Summary, March 4, 2014."
2014,3,2,Balochistan,Dasht,28.60816,66.31385,1,The incident occurred in Kili Hosni area of Dasht.,0,Tribal Leader: Mir Bahram Khan Shahwani,Unknown,0,0,"""Highlights: Pakistan Baluchistan Press 3 Mar 14,"" OSC Summary, March 3, 2014."
2014,3,3,Islamabad Capital Territory,Islamabad,33.671638,73.056068,1,,1,Court Building,Tehrik-i-Taliban Pakistan (TTP),13,25,"""AFP: Bomb Kills Two Soldiers In NW Pakistan,"" AFP (World Service), March 3, 2014."
2014,3,3,Federally Administered Tribal Areas,Landi Kotal,34.110325,71.163803,1,The incident occurred in the Sadokhel area of Landi Kotal on the road to Jamrud.,0,Convoy,Unknown,2,4,"""Bomb kills two soldiers in NW Pakistan,"" Agence France Presse -- English, March 3, 2014."
2014,3,3,Balochistan,Dera Murad Jamali,28.54439,68.218002,1,,0,Gas Pipeline,Baloch Republican Army (BRA),0,6,"""Six hurt as gas pipeline blown up in Nasirabad,"" Plus News Pakistan, March 3, 2014."
2014,3,3,Balochistan,Faridabad,28.728933,68.15285,1,The incident occurred in the Faridabad area of Nasirabad district.,0,Gas Pipeline,Unknown,0,0,"""Highlights: Pakistan Baluchistan Press 4 Mar 14,"" OSC Summary, March 4, 2014."
2014,3,3,Balochistan,Kohlu,29.896093,69.250237,1,The incident occurred near Traffic Chowk.,0,Unknown,Unknown,0,0,"""Highlights: Pakistan Baluchistan Press 4 Mar 14,"" OSC Summary, March 4, 2014."
2014,3,4,Balochistan,Dera Allah Yar,28.380661,68.343147,1,,0,"Construction Workers: Azizullah, Bashir Ahmed, Ali Murad",Baloch Republican Army (BRA),1,3,"""Labourer killed, three injured in explosion,"" Pakistan Press International, March 5, 2014."
2014,3,5,Balochistan,Pir Koh,29.143866,69.099785,1,The incident occurred along a gas pipeline.,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Pakistan: Two Gas Pipelines Blown up in Dera Bugti,"" The Nation Online, March 6, 2014."
2014,3,5,Balochistan,Dera Bugti,28.973496,69.505408,1,The incident occurred in the Loti area of Dera Bugti.,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Pakistan: Two Gas Pipelines Blown up in Dera Bugti,"" The Nation Online, March 6, 2014."
2014,3,5,Khyber Pakhtunkhwa,Hangu,33.528893,71.056122,1,,0,Convoy,Mujahideen Ansar,7,7,"""Hangu blast: death toll reaches to 7,"" Plus News Pakistan, March 7, 2014."
2014,3,6,Balochistan,Sui,28.633307,69.190369,1,,0,Gas Pipeline,Unknown,0,0,"""Highlights: Pakistan Balochistan Press 7 March 2014,"" OSC Summary, March 7, 2014."
2014,3,6,Sindh,Karachi,24.891115,67.143311,1,The incident occurred near the Lyari General Hostpital in Karachi.,0,Officials,Baloch Waja Liberation Army (BWLA),0,3,"""Pakistan: Two killed, three hurt in Lyari firing,   grenade attacks,"" Right Vision News, March 7, 2014."
2014,3,4,Punjab,Rahim Yar Khan,28.422321,70.304379,1,The incident occurred on a section of railway that passes through the Machi Goth area of the city.,0,Railway Tracks,Baloch Republican Army (BRA),0,0,"""Blast   suspends rail traffic,"" Dawn (Pakistan), March 6, 2014."
2014,3,6,Khyber Pakhtunkhwa,Thal,33.365154,70.549736,1,,0,Political Agent: Riaz Mehsud,Unknown,0,4,"""Political agent among three injured in   blast,"" Dawn (Pakistan), March 7, 2014."
2014,3,6,Federally Administered Tribal Areas,Tora Warai,32.499731,70.369447,1,The incident occurred in Ormegi village of the Tora Warai area.,0,Soldiers,Unknown,6,8,"""Pakistan: FATA Research Center's 'Daily Brief' 6 March 2014,"" FRC -- FATA Research Centre, March 6, 2014."
2014,3,7,Balochistan,Dera Bugti district,29.033797,69.149956,3,The incident occurred in Zain Loti area,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""Gas pipeline blown up in Dera Bugti,"" Plus News Pakistan, March 7, 2014."
2014,3,7,Sindh,Kashmore,28.432411,69.582068,1,The incident occurred in Golla village near the city.,0,Gas Pipeline,Unknown,0,0,"""Two gas pipeline attack bids,"" Frontier Post, March 9, 2014."
2014,3,8,Sindh,Mazari Goth,27.494766,67.951329,1,,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""BNP leader among five killed in Balochistan,"" The News International, March 10, 2014."
2014,3,8,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,"The incident occurred in Secretary Pul, a suburb of Peshawar.",0,Unknown,Unknown,0,0,"""Militants attack cops, BDU men in Peshawar,"" The News International, March 9, 2014."
2014,3,8,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,"The incident occurred in Secretary Pul, a suburb of Peshawar.",0,Officers,Unknown,0,0,"""Militants attack cops, BDU men in Peshawar,"" The News International, March 9, 2014."
2014,3,8,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,"The incident occurred in Secretary Pul, a suburb of Peshawar.",0,Armored Vehicle,Unknown,0,0,"""Militants attack cops, BDU men in Peshawar,"" The News International, March 9, 2014."
2014,3,9,Balochistan,Dera Bugti district,29.033797,69.149956,3,The incident occurred in Zain Loti area,0,Gas Pipeline,Baloch Republican Army (BRA),0,0,"""BNP leader among five killed in Balochistan,"" The News International, March 10, 2014."
2014,3,9,Balochistan,Dera Bugti district,29.032902,69.144728,3,,0,Civilians,Unknown,1,2,"""Balochistan unrest: Senior BNP-M leader, guard gunned down in Khuzdar,"" The Express Tribune, March 10, 2014."
2014,3,9,Balochistan,Machh,29.855375,67.339928,1,The incident occurred underneath a bridge on the Quetta-Sibi Highway in Mach.,0,Bridge,Baloch Republican Army (BRA),0,0,"""Bridge blown up in Bolan,"" The Nation Pakistan, March 10, 2014."
2014,3,10,Balochistan,Loralai,30.388749,68.576476,1,"Event occurred the neighborhood of Nasarabad, in the city of Loralai, Balochistan",0,Patrol,Baloch Republican Army (BRA),0,2,"""Highlights: Pakistan Balochistan Press 12 March 2014,"" OSC Summary, March 12, 2014."
2014,3,10,Sindh,Jamshoro,25.416302,68.286728,1,,0,Gas Pipeline,Unknown,0,0,"""Bomb damages SSGC gas pipeline,"" Dawn (Pakistan), March 12, 2014."
2014,3,11,Khyber Pakhtunkhwa,Jamrud,33.993008,71.400585,2,"Event occurred in Naway Abadi, Jamrud, Khyber Pakhtunkwha.",0,School,Unknown,0,0,"""Student shot dead in Jamrud,"" The Nation Pakistan, March 13, 2014."
2014,3,12,Balochistan,Pir Koh,29.143866,69.099785,1,,0,Patrol Vehicle,Baloch Republican Army (BRA),0,2,"""2 security men injured in explosion,"" Pakistan Press International, March 13, 2014."
