iyear,imonth,iday,provstate,city,latitude,longitude,specificity,location,suicide,target1,gname,nkill,nwound,scite1
2010,2,13,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,In the village of Qamardin at Safi area of Mohmand.,0,A boys' high school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"Press TV, “Militants Blow Up Boys' School in NW Pakistan,” http://www.presstv.ir/detail.aspx?id=118532&sectionid=351020401 (February 13, 2010)."
2010,2,14,Balochistan,Quetta,30.200819,66.994354,1,In the Sariab area near the city of Quetta in Balochistan,0,A railway track was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Double IED Attack Damages Railway Track in Pakistan's Balochistan,” Terrorism Watch Report, February 16, 2010."
2010,2,14,Sindh,Dadu district,26.650885,67.503226,3,In Dadu's New Chowk area,0,The targets of the attack were civilians.,Unknown,2,12,"Qurban Ali Khushik , “Bomb Blast Kills Two, Injures Sixteen in Dadu,” Dawn, February 15, 2010, http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/provinces/03-at-least-three-killed-in-dadu-explosion-ss-04."
2010,2,15,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,In the Lakaro area of Safi sub-division in Mohmand Agency,0,A government high school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"Jane’s Intelligence, “TTP Militants Destroy School in Pakistan's Mohmand,” Terrorism Watch Report, February 17, 2010."
2010,2,17,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,In Khawezai Tehsil of Mohmand Agency.,0,"Government officials distributing food and other items,",Tehrik-i-Taliban Pakistan (TTP),2,2,"Dawn, “One Killed, Three Injured in Mohmand Agency Explosion,” Dawn, February 17, 2010, http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/03-three-injured-in-explosion-in-mohmand-agency-ss-01."
2010,2,18,Federally Administered Tribal Areas,Khyber district,33.908578,71.070055,3,In the Tirah valley,1,Civilians,Ansarul Islam (Pakistan),31,100,"Press TV, “Dozens Dead in Pakistani Market Blast,” http://www.presstv.ir/detail.aspx?id=118903&sectionid=351020401 (February 18, 2010)."
2010,2,18,Federally Administered Tribal Areas,Khyber district,33.908578,71.070055,3,Aka Khel area,0,A mosque was targeted in the attack.,Unknown,29,50,"Associated Press Worldstream, “Bomb Kills 29 in Pakistan as US Envoy Visits,” LexisNexis Academic, Associated Press Worldstream, February 19, 2010."
2010,2,18,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,,0,Civilians,Unknown,11,50,"Dawn, “Bomb Blast Kills At Least Eleven in Orakzai,” Dawn, February 18, 2010, http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/04-orakzai-blast-11-killed-qs-10."
2010,2,19,North-West Frontier Province,Kohat,33.590603,71.44062,1,The bombing took place in the Sheraki area of Kohat.,0,A bridge was targeted in the attack.,Unknown,0,0,"Dawn, “Two Schools and a Bridge Distroyed in Kohat,” Dawn, February 19, 21010, http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/03-two-schools-and-a-bridge-destroyed-in-kohat-ss-01."
2010,2,19,North-West Frontier Province,Kohat,33.590603,71.44062,1,The incident took place in the Akhorwal area of Kohat.,0,A school was targeted in the attack.,Unknown,0,0,"Dawn, “Two Schools and a Bridge Distroyed in Kohat,” Dawn, February 19, 21010, http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/03-two-schools-and-a-bridge-destroyed-in-kohat-ss-01."
2010,2,19,North-West Frontier Province,Kohat,33.590603,71.44062,1,In the Sheraki area of Kohat.,0,A girls' middle school was targeted in the attack.,Unknown,0,0,"Dawn, “Two Schools and a Bridge Distroyed in Kohat,” Dawn, February 19, 21010, http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/03-two-schools-and-a-bridge-destroyed-in-kohat-ss-01."
2010,2,20,North-West Frontier Province,Peshawar,34.006004,71.53743,1,"At Gur Mandi, in Hashtnagri, Peshawar, North West Frontier Province, Pakistan.",0,A store was targeted in the attack.,Unknown,2,2,"National Counterterrorism Center, ""Two Civilians Killed, Two Others Injured in IED Attack in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, July 06, 2010."
2010,2,21,Federally Administered Tribal Areas,Kurram district,33.695975,70.336069,3,,0,A college was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One College Damaged in Mortar Attack in Sadda, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, July 06, 2010."
2010,2,21,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,At the Sindo Khel Public High School in Mohamand.,0,A school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""Two Schools Damaged in IED Attack by Suspected Taliban in Mohmand, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, July 07, 2010."
2010,2,21,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,At the Amarai Kore Public Middle School in Mohmand.,0,A school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""Two Schools Damaged in IED Attack by Suspected Taliban in Mohmand, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, July 07, 2010."
2010,2,24,Balochistan,Quetta,30.200819,66.994354,1,,0,Civilians,Unknown,0,0,"National Counterterrorism Center, ""Several Buildings Damaged in Rocket Attack in Quetta, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, July 07, 2010."
2010,2,24,North-West Frontier Province,Dobyano,34.159616,72.232519,1,"In Dobyano village, Ambar, Mardan, North West Frontier Province, Pakistan.",0,Civilians,Unknown,2,0,"National Counterterrorism Center, ""One Civilian, One Child Killed in IED Attack in Ambar, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, July 07, 2010."
2010,2,25,North-West Frontier Province,Bara,33.915234,71.458679,1,In the Kohi Shah Haider area,0,A residence was targeted in the attack.,Unknown,0,2,"Jane’s Intelligence, “Rocket Attack Wounds Two Civilians in Pakistan's Khyber,” Terrorism Watch Report, February 26, 2010."
2010,2,25,Federally Administered Tribal Areas,Safi,34.574856,71.276081,1,In the Safi sub-division of Mohmand Agency,0,A school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"Jane’s Intelligence, “Pro Taliban Militants Destroy School in Pakistan's Mohmand,” Terrorism Watch Report, February 26, 2010."
2010,3,1,North-West Frontier Province,Hangu,33.528893,71.056122,1,"In the Aliabad area of Hangu, North West Frontier Province.",0,A pro-government tribal elder was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,10,"Jane’s Intelligence, “Militants Wound Ten Civilians in Pakistan's Hangu,” Terrorism Watch Report, March 02, 2010."
2010,3,2,Balochistan,Khuzdar,27.809921,66.620956,1,"At the khuzdar Engineering University, Khuzdar, Balochistan.",0,Civilians,Unknown,2,9,"Jane’s Intelligence, “IED Attack Kills Two Students in Pakistan's Balochistan,” Terrorism Watch Report, March 03, 2010."
2010,3,3,Sindh,Shahdadkot,27.845358,67.906234,1,"In the Koto Moto area of Shahdadkot, Sindh, Pakistan.",0,Civilians,Unknown,0,2,"National Counterterrorism Center, ""Two Civilians Wounded in IED Attack in Shahdadkot, Sindh, Pakistan,"" Worldwide Incidents Tracking System, July 26, 2010."
2010,3,3,Federally Administered Tribal Areas,Khyber district,33.908578,71.070055,3,"In the Spin Qabar area, in Khyber, Federally Administered Tribal Areas, Pakistan.",0,A boys' school was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Pro-Taliban Militants Blow Up Boys' School in Pakistan's Khyber Agency,” Terrorism Watch Report, March 04, 2010."
2010,3,5,North-West Frontier Province,Hangu,33.528893,71.056122,1,In the town of Tul near Hangu.,1,Shia Muslims,Unknown,13,30,"Press TV, “Bomber Kills Twelve in Pakistan,” http://www.presstv.ir/detail.aspx?id=120097&sectionid=351020401(March 05, 2010)."
2010,3,5,North-West Frontier Province,Mardan,34.416681,71.92459,1,The location of the attack was in the Gani Bakhsh market on Bank Road in Mardan.,0,A market was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, ""IED Targets Market in Pakistan's Mardan,” Terrorism Watch Report, March 05, 2010."
2010,3,7,Balochistan,Dera Bugti,29.034412,69.158661,1,At Achanak Chowk.,0,Bugti tribesmen,Unknown,0,3,"National Counterterrorism Center, ""Three Civilians Injured in IED Attack in Dera Bugti, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, July 28, 2010."
2010,3,8,Federally Administered Tribal Areas,Safi,34.574856,71.276081,1,"In the Alingar area in Safi sub-district, Mohmand, Federally Administered Tribal Areas.",0,Civilians,Unknown,1,2,"Jane’s Intelligence, “Mortar Attack Kills Civilian in Pakistan's Mohmand Agency,” Terrorism Watch Report, March 09, 2010."
2010,3,8,Punjab,Lahore,31.50547,74.34288,1,"In Model Town district, Lahore, Punjab, Pakistan.",1,A Special Intelligence Agecny station was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),14,113,"Abbas Sahi, “Powerful Car Bomb Kills Eleven in Pakistan's Lahore,” Agence France Presse, http://www.google.com/hostednews/afp/article/ALeqM5j8iG1KpFJxnjOlBgg_7yHm2gjWnQ (March 07, 2010)."
2010,3,10,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,"At a residence located in Marazi Killay, Orakzai, Federally Administered Tribal Areas, Pakistan.",0,Civilians,Unknown,2,2,"National Counterterrorism Center, ""Two Children Killed, Two Civilians Injured in Mortar Attack in Orakzai, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, July 28, 2010."
2010,3,10,North-West Frontier Province,Oghi,34.4992,73.01754,1,"In Mansehra district, North West Frontier Province, Pakistan.",0,A World Vision office was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),5,7,"Jane’s Intelligence, “Assault On Aid Agency Leaves Five Dead in Pakistan's Mansehra,” Terrorism Watch Report, March 10, 2010."
2010,3,11,Balochistan,Quetta,30.200819,66.994354,1,Faisal Colony,0,"A relative of Balochistan National Party (Awani) Senator Kalsoom Parven, was targeted in the attack.",Unknown,0,0,"Dawn, “Militants Bomb BNP Senator’s Relative’s Home,” Dawn, March 11, 2010, http://www.dawn.com/wps/wcm/connect/dawn-content-library/dawn/news/pakistan/provinces/21-militants-bomb-bnp-senators-relatives-home-sk-56."
2010,3,12,Punjab,Lahore,31.50547,74.34288,1,,1,An army patrol was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),47,100,"Press TV, “Twin Lahore Bombings Kill 45, Wounding Dozens,” http://www.presstv.ir/detail.aspx?id=120650&sectionid=351020401 (March 12, 2010)."
2010,3,12,Balochistan,Quetta,30.200819,66.994354,1,Sariab road area,0,The residence of a local government employee was targeted in the attack.,Unknown,0,4,"Jane’s Intelligence, “Grenade Attack Wounds Four Civilians in Pakistan's Balochistan,” Terrorism Watch Report, March 15, 2010."
2010,3,12,Punjab,Lahore,31.50547,74.34288,1,In the Allama Iqbal area of Lahore.,0,Civilians,Unknown,0,3,"Jane’s Intelligence, “Multiple IED Attacks Wound Five Civilians in Pakistan's Lahore,” Terrorism Watch Report, March 15, 2010."
2010,3,12,Punjab,Lahore,31.50547,74.34288,1,"In the Samanabad area of Lahore, Pakistan.",0,Civilians,Unknown,0,4,"Jane’s Intelligence, “Multiple IED Attacks Wound Five Civilians in Pakistan's Lahore,” Terrorism Watch Report, March 15, 2010."
2010,3,18,Balochistan,Khuzdar,27.809921,66.620956,1,,0,A shop was targeted in the attack.,Unknown,0,8,"National Counterterrorism Center, ""Eight Civilians Injured in Grenade Attack in Khuzdar, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, August 2, 2010."
2010,3,18,Balochistan,Dera Bugti,29.034412,69.158661,1,The bombing occurred in the Achanak Chowk area of Dera Bugti.,0,Civilians,Unknown,0,3,"Jane’s Intelligence, “IED Wound Civilians in Pakistan's Balochistan,” Terrorism Watch Report, March 19, 2010."
2010,3,19,Balochistan,Mastung,29.803965,66.85099,1,,0,Electricity towers,Unknown,0,0,"National Counterterrorism Center, ""Three Electricity Towers Damaged in IED Attack in Mastung, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, August 2, 2010."
2010,3,19,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,3,Mandal area,0,A government run boy's primary school was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Unidentified Militants Blow Up School in Pakistan's Bajaur Agency,” Terrorism Watch Report, March 22, 2010."
2010,3,19,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,3,"The bombing occurred in a school in the Ghundai area of Nawagai sub-district, Bajaur.",0,A government run school was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Unidentified Militants Blow Up School in Pakistan's Bajaur Agency,” Terrorism Watch Report, March 22, 2010."
2010,3,20,Federally Administered Tribal Areas,Mohmand district,34.591512,71.433864,3,In the Lakaro area of Safi,0,A medical clinic was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Medical Clinic Destroyed in IED Attack in Safi, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, August 3, 2010."
2010,3,20,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,"In the Safi area of Garbal district, Mohmand Agency.",0,Rahim Gul Primary School was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"Press TV, “Militants Blow Up Girls' School in NW Pakistan,” http://www.presstv.ir/detail.aspx?id=121275&sectionid=351020401 (March 20, 2010)."
2010,3,22,Balochistan,Quetta,30.200819,66.994354,1,,0,Civilians,Unknown,1,3,"Jane’s Intelligence, “IED Kills Civilian in Pakistan's Quetta,” Terrorism Watch Report, March 23, 2010."
2010,3,22,North-West Frontier Province,Nowshera,34.007206,71.983078,1,Shapnao area,0,A girls' school was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Unidentified Militants Blow Up Girls' School in Pakistan's Nowshera,” Terrorism Watch Report, March 24, 2010."
2010,3,22,North-West Frontier Province,Dera Ismail Khan,31.834328,70.90905,1,,0,The election office of the JUI was targeted in the attack.,Unknown,0,5,"Jane’s Intelligence, “Grenade Attack Targets JUI Election Office in Pakistan's Dera Ismail Khan,” Terrorism Watch Report, March 23, 2010."
2010,3,25,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,3,"In Doda village of Nawagai, Bajaur, Federally Administered Tribal Areas, Pakistan.",0,Suspected Taliban blew up a primary girls' school.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack by Suspected Taliban in Nawagai, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, August 3, 2010."
2010,3,26,Balochistan,Kohlu,29.673863,68.715498,1,,0,A tea stall was targeted in the attack.,Unknown,0,5,"South Asia Terrorism Portal, “Civilian Killed in Landmine Blast in Balochistan,” http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F3%2F27#top (March 27, 2010)."
2010,3,26,North-West Frontier Province,Bara,33.915234,71.458679,1,Akakhel area,0,A primary school for boys was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"Daily Times, “School Blown Up in Bara,” Daily Times, March 28, 2010, http://www.dailytimes.com.pk/default.asp?page=2010\03\28\story_28-3-2010_pg7_11."
2010,3,27,North-West Frontier Province,Bara,33.915234,71.458679,1,In Kumerkhel,0,A school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack in Bara, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, August 4, 2010."
2010,3,27,Federally Administered Tribal Areas,Safi,34.574856,71.276081,1,"In Alingar, Safi, Federally Administered Tribal Areas, Pakistan.",0,A government middle school was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One School Damaged in IED Attack in Safi, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, August 4, 2010."
2010,3,27,North-West Frontier Province,Peshawar,34.006004,71.53743,1,"In Nasapa village, Peshawar, North West Frontier, Pakistan, on Charsadda Road.",0,A guesthouse was targeted in the attack.,Unknown,0,0,"National Counterterrorism Center, ""One Residence Damaged in IED Attack in Peshawar, North-West Frontier, Pakistan,"" Worldwide Incidents Tracking System, August 4, 2010."
2010,3,29,North-West Frontier Province,Peshawar,34.006004,71.53743,1,In the Hayatabad area,0,A compact disc shop was targeted in the attack.,Unknown,0,5,"South Asia Terrorism Portal, “Five Persons Injured in Bomb Blast in NWFP,” http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F3%2F29&image2.x=7&image2.y=1#top (March 29, 2010)."
2010,3,29,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,"At a residence located in Ferozkhel, Orakzai, Federally Administered Tribal Areas, Pakistan.",0,Civilians,Unknown,0,7,"National Counterterrorism Center, ""Seven Civilians Injured in Rocket Attack in Orakzai, Federally Administered Tribal Areas, Pakistan,"" Worldwide Incidents Tracking System, August 4, 2010."
2010,4,3,Balochistan,Dera Murad Jamali,28.54439,68.218002,1,,0,Civilians,Unknown,0,3,"Asia Pulse, ""Three Injured in Bomb Esplosion in DMJ,"" Asia Pulse, April 4, 2010."
2010,4,4,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,Bakhmal area,0,A girls' primary school was targeted by the attack.,Unknown,0,0,"Jane's Intelligence, ""Unidentified Militants Blow Up Girls' School in Pakistan's Mohmand Agency,"" Jane's Intelligence, April 7, 2010."
2010,4,5,Khyber Pakhtunkhwa,Timergara,34.830162,71.842781,1,Lower Dir district,1,People at the Awami National Party  meeting,Unknown,46,100,"South Asia Terrorism Portal,""Forty Five Persons Killed and One Hundred Others Injured in Suicide Bomb Blast in NWFP,"" http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F4%2F06#top ( April 06, 2010)."
2010,4,5,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,0,A checkpoint outside the United States consulate was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),1,1,"Jane's Intelligence, ""TTP Militants Assault US Consulate in Pakistan's Peshawar,"" Jane's Intelligence, April 7, 2010."
2010,4,5,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,1,The gate of the United States consulate was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),6,20,"Jane's Intelligence, ""TTP Militants Assault US Consulate in Pakistan's Peshawar,"" Jane's Intelligence, April 7, 2010."
2010,4,6,Balochistan,Dera Bugti,29.034412,69.158661,1,In a road near Pir Koh in Dera Bugti,0,A civilian vehicle was targeted in the attack.,Unknown,2,4,"South Asia Terrorism Portal, “Two Persons Killed in Landmine Blast in Balochistan,” http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F4%2F07#top (April 7, 2010)."
2010,4,7,Islamabad Capital Territory,Islamabad,33.671638,73.056068,1,,0,A market area was targeted in the attack.,Unknown,0,0,"Robert Birsel, “Blast in Islamabad No Casualties -Police,” Reuters, April 7, 2010, http://www.alertnet.org/thenews/newsdesk/SGE6360LA.htm."
2010,4,7,Khyber Pakhtunkhwa,Mingora,34.774479,72.364052,1,,0,A bazaar was targeted in the attack.,Unknown,0,0,"South Asia Terrorism Portal, “Six Persons Killed in Separate Incidents in NWFP,” http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F4%2F08#top (April 8, 2010)."
2010,4,7,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,In the Landi Arbab area,0,A government girls high school was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),0,0,"Daily Times, “Taliban Bomb Three Schools in Peshawar,” Daily Times, April 9, 2010, http://www.dailytimes.com.pk/default.asp?page=2010\04\09\story_9-4-2010_pg7_4."
2010,4,7,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,,0,The Sufaid Dheri Middle School for boys,Tehrik-i-Taliban Pakistan (TTP),0,0,"Daily Times, “Taliban Bomb Three Schools in Peshawar,” Daily Times, April 9, 2010, http://www.dailytimes.com.pk/default.asp?page=2010\04\09\story_9-4-2010_pg7_4."
2010,4,7,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,"In the Regi Lalma area of Peshawar, North West Frontier Province, Pakistan.",0,"A government primary school, Bacha Garhi,",Tehrik-i-Taliban Pakistan (TTP),0,0,"Daily Times, “Taliban Bomb Three Schools in Peshawar,” Daily Times, April 9, 2010, http://www.dailytimes.com.pk/default.asp?page=2010\04\09\story_9-4-2010_pg7_4."
2010,4,8,Balochistan,Hub,25.044537,66.874672,1,,0,A Hub Cement Factory vehicle was targeted in the attack.,Unknown,0,0,"South Asia Terrorism Portal, “Grenade Attack on Business on Labourers in Balochistan,” http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F4%2F09#top (April 9, 2010)."
2010,4,10,Balochistan,Mastung district,29.610454,66.922164,3,,0,A gas pipeline was targeted in the attack.,Baloch Liberation Army (BLA),0,0,"South Asia Terrorism Portal, “Two Children Injured in Bomb Blast in Balochistan,” http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F4%2F11#top (April 11, 2010)."
2010,4,10,Khyber Pakhtunkhwa,Dir district,35.202293,71.873006,3,"In the Charagali area of Upper Dir District of North West Frontier Province, Pakistan.",0,A boys' school was targeted in the attack.,Unknown,0,0,"South Asia Terrorism Portal, “Boys’ School Blown Up in NWFP,” http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F4%2F11#top (April 11, 2010)."
2010,4,12,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,"In Malik Gojar Killay of Pampokha area in the Anbar sub-division of Mohmand Agency, Federally Administered Tribal Areas, Pakistan.",0,A school was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Militants Destroy Schools in Pakistan's Mohmand,” Terrorism Watch Report, April 13, 2010."
2010,4,13,Balochistan,Panjgur,26.972136,64.114571,1,"In Chitkan bazaar in Panjgur District, Balochistan, Pakistan.",0,A barber shop was targeted in the attack.,Unknown,0,2,"South Asia Terrorism Portal, “Two Persons Injured in Grenade Attack in Balochistan,” http://www.satp.org/satporgtp/detailed_news.asp?date1=4/14/2010&id=6#6 (April 14, 2010)."
2010,4,13,Islamabad Capital Territory,Islamabad,33.671638,73.056068,1,"In in the green belt near Overseas Pakistanis Foundation (OPF) College in Sector H-8/4 of Islamabad, Islamabad Capital Territory, Pakistan.",0,The Overseas Pakistanis Foundation (OPF) College,Unknown,0,0,"South Asia Terrorism Portal, “NPA Militants Bomb School in Manilla,” Low Intensity Bomb Blast in Islamabad (April 14, 2010)."
2010,4,15,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,"In the a government run school in the Wara Kor area of Ambar sub-district in Mohmand Agency, Federally Administered Tribal Areas, Pakistan.",0,A government run boy’s primary school was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Unidentified Militants Blow Up School in Pakistan's Mohmand Agency,” Terrorism Watch Report, April 16, 2010."
2010,4,15,Federally Administered Tribal Areas,Mohmand district,34.565494,71.477429,3,"In the Ghaljo Darra area of Anbar sub-district in the Mohmand Agency, Federally Administered Tribal Areas, Pakistan.",0,A school was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Unidentified Militants Blow Up School in Pakistan's Mohmand Agency,” Terrorism Watch Report, April 16, 2010."
2010,4,16,Balochistan,Quetta,30.200819,66.994354,1,,1,Civilians,Lashkar-e-Jhangvi,9,35,"Jane’s Intelligence, “Explosion Kills Eight in Pakistan's Quetta,” Terrorism Watch Report, April 16, 2010."
2010,4,17,Khyber Pakhtunkhwa,Sardheri,34.168388,71.841957,1,"In Sardheri area of Charsadda, North West Frontier Province, Pakistan.",0,A government-run school,Unknown,0,0,"Fang Yang, “Two Schools Blown up in NW Pakistan,” Xinhua News Agency, April 17, 2010, http://news.xinhuanet.com/english2010/world/2010-04/17/c_13255654.htm."
2010,4,17,Khyber Pakhtunkhwa,Sardheri,34.168388,71.841957,1,"In Sardheri area of Charsadda, North West Frontier Province, Pakistan.",0,A government-run school was targeted in the attack.,Unknown,0,0,"Fang Yang, “Two Schools Blown up in NW Pakistan,” Xinhua News Agency, April 17, 2010, http://news.xinhuanet.com/english2010/world/2010-04/17/c_13255654.htm."
2010,4,17,Khyber Pakhtunkhwa,Kohat,33.590603,71.44062,1,"In Kacha Pukka area of Kohat district, North West Frontier Province, Pakistan.",1,Displaced Shia Muslims,Lashkar-e-Jhangvi,43,64,"Jane’s Intelligence, “Suicide Bombers Kill Forty Four in Pakistan's Kohat,” Terrorism Watch Report, April 19, 2010."
2010,4,19,Federally Administered Tribal Areas,Landi Kotal,34.110325,71.163803,1,,0,Government employee living quarters,Unknown,1,2,"Jane’s Intelligence, “Mortar Attack Kills Civilian in Pakistan's Khyber Agency,” Terrorism Watch Report, April 20, 2010."
2010,4,19,Federally Administered Tribal Areas,Khyber district,33.908578,71.070055,3,,0,Landi Kotal Degree College was targeted in the attack.,Unknown,0,0,"Jane’s Intelligence, “Mortar Attack Targets College in Pakistan's Khyber Agency,” Terrorism Watch Report, April 20, 2010."
2010,4,19,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,"In the Qissa Khawani area of Peshawar, Khyber Pakhtunkhwa, Pakistan.",1,Civilians,Unknown,26,30,"Jane’s Intelligence, “Suicide Bomber Kills Twenty Five in Pakistan's Peshawar,” Terrorism Watch Report, April 20, 2010."
2010,4,19,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1,"In  in Peshawar, Khyber Pakhtunkhwa, Pakistan.",0,School children,Unknown,1,10,"Jane’s Intelligence, “IED Targets School Children in Pakistan's Peshawar,” Terrorism Watch Report, April 20, 2010."
2010,4,22,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,"In Akhonkot area of Upper Orakzai agency, Pakistan.",0,A local Basic Health Unit was targeted in the attack.,Unknown,0,0,"Fang Yang, “Nine Militants Killed in NW Pakistan,” Xinhua News Agency, April 22, 2010, http://news.xinhuanet.com/english2010/world/2010-04/22/c_13262609.htm."
2010,4,23,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,"In Mamozai, Orakzai, Federally Administered Tribal Areas, Pakistan.",0,A government girl's school was targeted in the attack.,Unknown,0,0,"News, “Pakistan: Twelve Militants Killed by Security Forces in Orakzai Agency,” World News Connection, News, April 24, 2010."
2010,4,24,Balochistan,Sibi,29.548279,67.879189,1,At Masjid Road,0,A bakery was targeted in the attack.,Unknown,0,11,"Voice of America, ""Ten Pakistan Police Wounded in Bomb Blast,"" Voice of America, April 24, 2010, http://www1.voanews.com/english/news/asia/10-Pakistan-Police-Wounded-in-Bomb-Blast-92001064.html."
2010,4,24,Khyber Pakhtunkhwa,Timergara,34.830162,71.842781,1,"In the town of Timer-Gara in Lower Dir, Khyber Pakhtunkhwa, Pakistan.",0,Police officers,Unknown,0,10,"Press TV, “Four Policemen Killed in Peshawar Bombing,” http://www.presstv.ir/detail.aspx?id=124689&sectionid=351020401 (April 28, 2010)."
2010,4,29,Balochistan,Quetta,30.200819,66.994354,1,,0,Civilians,Unknown,0,2,"Jane’s Intelligence, “Rocket Attack Wounds Four Civilians in Pakistan's Balochistan,” Terrorism Watch Report, April 30, 2010."
2010,4,29,Federally Administered Tribal Areas,Orakzai district,33.697271,71.144852,3,"At a school in the Mamozai area of Orakzai, Federally Administered Tribal Areas, Pakistan.",0,A girl's school,Unknown,0,0,"Jane’s Intelligence, “Pro-Taliban Militants Destroy Girl's School in Pakistan's Orakzai,” Terrorism Watch Report, April 30, 2010."
